id,replaces,unit,difficulty,cognitive,question,choices,answer1based,answerFeedback,allChoiceFeedback,takeaway,material,context,scope,sources
920188,910188,10,4,3,Which distinction between Dongnimmun Rock and Cheonjang Cave is correct?,"[""Dongnimmun is an arch; Cheonjang is a well-shaped depression"", ""Both are sharp peaks on Seodo"", ""Dongnimmun is a depression; Cheonjang is a sea arch""]",1,"Both involve openings, but an arch passage and a depression are different forms.","[""Both involve openings, but an arch passage and a depression are different forms."", ""Both are on Dongdo and neither is described here as a sharp peak."", ""The characteristics have been reversed.""]",Dongnimmun Rock on Dongdo is a door-like sea arch formed in coastal rock.,Dongdo comparison: Dongnimmun Rock — a door-like sea arch; Cheonjang Cave — a central well-shaped depression.,,,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=0fe4eeb6-3f6a-48b1-ab75-c8d4ab6b43be | https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=65 | https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=66
920189,910189,10,1,1,Which facility is Sutdol Rock near?,"[""Seodo’s accommodation"", ""Dongdo’s dock"", ""A harbour on Ulleungdo""]",2,The rock is described as being near Dongdo’s dock.,"[""Its described location is by Dongdo’s dock, not Seodo’s accommodation."", ""The rock is described as being near Dongdo’s dock."", ""This rock is a feature by Dongdo in Dokdo, not Ulleungdo.""]",Sutdol Rock is near Dongdo’s dock and is named for its whetstone-like rock.,,,,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=603167d6-1056-43c1-8a3d-c8640dd25938 | https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=65
920190,910190,10,2,2,Which object is associated with Sutdol Rock’s name?,"[""A tanggeon headpiece"", ""A gateway"", ""A whetstone used for sharpening""]",3,The account links its rock to a whetstone used for sharpening.,"[""The headpiece is associated with Tanggeonbong."", ""A gateway-like form is associated with Dongnimmun Rock."", ""The account links its rock to a whetstone used for sharpening.""]",Sutdol Rock is near Dongdo’s dock and is named for its whetstone-like rock.,,,,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=603167d6-1056-43c1-8a3d-c8640dd25938 | https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=65
920191,910191,10,3,3,What orientation of columnar joints is described at Sutdol Rock?,"[""Lying horizontally"", ""All standing vertically"", ""Spiralling in circles""]",1,The tourism account highlights horizontal columnar joints.,"[""The tourism account highlights horizontal columnar joints."", ""Columnar joints need not always stand vertically; this account specifies horizontal ones."", ""The described feature is horizontal jointing, not a spiral.""]",Sutdol Rock is near Dongdo’s dock and is named for its whetstone-like rock.,Sutdol Rock account: whetstone-like rock with horizontal columnar joints. Columnar jointing forms pillar-like divisions in rock.,,,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=603167d6-1056-43c1-8a3d-c8640dd25938 | https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=65
920192,910192,10,4,3,Which set of clues correctly identifies Sutdol Rock?,"[""A Seodo peak; headpiece shape; elevated summit"", ""Near Dongdo dock; whetstone-like rock; horizontal joints"", ""Central Dongdo; well-shaped; deeply depressed""]",2,All three clues match the supplied description.,"[""These clues concern Tanggeonbong rather than Sutdol Rock."", ""All three clues match the supplied description."", ""This combination identifies Cheonjang Cave.""]",Sutdol Rock is near Dongdo’s dock and is named for its whetstone-like rock.,"Sutdol Rock stands near Dongdo’s dock, has whetstone-like rock, and displays horizontal columnar jointing.",,,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=603167d6-1056-43c1-8a3d-c8640dd25938 | https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=65
920193,910193,10,1,1,“Gaje” in Dokdo’s Gaje Rock is an old name for which animal?,"[""Black-tailed gull"", ""Octopus"", ""Sea lion""]",3,The place-name account links gaje with an old name for sea lions.,"[""The gull is a bird and is not the animal identified by gaje."", ""The name is linked to sea lions, not octopuses."", ""The place-name account links gaje with an old name for sea lions.""]",Gaje is an old name for the sea lion and survives in the name Gaje Rock on Dokdo.,,,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=65
920194,910194,10,2,2,What aspect of Dokdo’s history is remembered in the name Gaje Rock?,"[""The history of sea lions living there"", ""A name referring only to seabirds"", ""An old name for seaweed""]",1,"The rock name preserves gaje, an old sea lion term.","[""The rock name preserves gaje, an old sea lion term."", ""Gaje refers to sea lions, not seabirds."", ""Gaje refers to a marine mammal, not seaweed.""]",Gaje is an old name for the sea lion and survives in the name Gaje Rock on Dokdo.,,,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=65
920195,910195,10,3,3,Which place name is connected by the explanation “gaje is an old name for sea lions”?,"[""Tanggeonbong"", ""Gaje Rock"", ""Sutdol Rock""]",2,The old animal name appears in the place name.,"[""Tanggeonbong is linked to the shape of a headpiece."", ""The old animal name appears in the place name."", ""Sutdol is named for its whetstone-like rock.""]",Gaje is an old name for the sea lion and survives in the name Gaje Rock on Dokdo.,Name key: gaje — an old word for sea lion; tanggeon — a traditional headpiece; sutdol — a sharpening stone.,,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=65
920196,910196,10,4,3,Why can Gaje Rock’s name alone not tell us the number of sea lions living there now?,"[""Every animal place name is unrelated to real animals"", ""The old word never referred to an animal"", ""The name preserves an origin, not a current animal count""]",3,"A place name records history, not a present census.","[""This name is linked to sea lions; the issue is not absence of a historical connection."", ""That contradicts the supplied meaning of gaje."", ""A place name records history, not a present census.""]",Gaje is an old name for the sea lion and survives in the name Gaje Rock on Dokdo.,Gaje Rock preserves an old name for sea lions. The species is extinct; digital visitors in the app are not wildlife observations.,,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=65
920197,910197,10,1,1,On which main island is Tanggeonbong?,"[""Dongdo"", ""Seodo""]",2,Tanggeonbong is a named peak on Seodo.,"[""It is on Seodo, distinct from Dongdo’s Usanbong."", ""Tanggeonbong is a named peak on Seodo.""]",Tanggeonbong is on Seodo and is named for its resemblance to a traditional tanggeon headpiece.,,,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=65
920198,910198,10,2,2,What shape is associated with Tanggeonbong’s name?,"[""A traditional tanggeon headpiece"", ""A sharpening stone"", ""A doorway-like arch""]",1,The name is explained through resemblance to the headpiece.,"[""The name is explained through resemblance to the headpiece."", ""A sharpening stone is associated with Sutdol Rock."", ""The arch is associated with Dongnimmun Rock.""]",Tanggeonbong is on Seodo and is named for its resemblance to a traditional tanggeon headpiece.,,,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=65
920199,910199,10,3,3,Which Dokdo place name matches the headpiece shape in the name-origin table?,"[""Gaje Rock"", ""Tanggeonbong"", ""Sutdol Rock""]",2,The name connects a peak’s shape with a tanggeon.,"[""Gaje is linked to an old animal name, not this headpiece."", ""The name connects a peak’s shape with a tanggeon."", ""This name relates to whetstone-like rock.""]",Tanggeonbong is on Seodo and is named for its resemblance to a traditional tanggeon headpiece.,Names and origins: Tanggeonbong — headpiece-like shape; Gaje Rock — an old sea lion name; Sutdol Rock — whetstone-like rock.,,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=65
920200,910200,10,4,3,Which pairing correctly separates a shape-based and an animal-based Dokdo name?,"[""Shape: Gaje Rock / animal: Tanggeonbong"", ""Shape: Sutdol Rock / animal: Tanggeonbong"", ""Shape: Tanggeonbong / animal: Gaje Rock""]",3,The former refers to a headpiece shape; the latter to sea lions.,"[""The two origin types have been reversed."", ""Tanggeonbong is explained by a headpiece shape, not an animal."", ""The former refers to a headpiece shape; the latter to sea lions.""]",Tanggeonbong is on Seodo and is named for its resemblance to a traditional tanggeon headpiece.,Tanggeon is a traditional headpiece; gaje is an old term for sea lions. The name account links them to Tanggeonbong and Gaje Rock.,,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=65
920201,910201,11,1,1,Which 1877 Japanese document said Ulleungdo and Dokdo had nothing to do with Japan?,"[""Korean Empire Decree No. 41"", ""The Ulleungdo voyage prohibition"", ""Directive No. 3"", ""The Dajokan directive""]",4,This is the 1877 instruction from Japan’s highest administrative body to its Home Ministry.,"[""This is the Korean Empire’s 1900 administrative reorganisation decree."", ""This is the 1696 order prohibiting Japanese fishermen’s voyages to Ulleungdo."", ""This is the Korean Empire’s 1906 response to the Dokdo report."", ""This is the 1877 instruction from Japan’s highest administrative body to its Home Ministry.""]",In 1877 Japan’s Dajokan instructed the Home Ministry to understand Ulleungdo and Dokdo as having no relation to Japan.,,The Dajokan was Japan’s highest administrative body at the time. A directive is an instruction from a superior authority.,The original wording is “Takeshima and one other island”. Modern names follow ROK MOFA’s published translation and commentary on the attached map.,https://dokdo.mofa.go.kr/kor/pds/part05_view03.jsp | https://dokdo.mofa.go.kr/kor/pds/part06_view09.jsp
920202,910202,11,2,2,How did Japan’s Dajokan regard Ulleungdo and Dokdo in 1877?,"[""Islands having nothing to do with Japan"", ""Both islands belonging to Japan"", ""Only Dokdo belonging to Japan""]",1,That is the central instruction in the published translation.,"[""That is the central instruction in the published translation."", ""This reverses the instruction that they had no relation to Japan."", ""The commentary identifies both islands as covered, without such an exception.""]",In 1877 Japan’s Dajokan instructed the Home Ministry to understand Ulleungdo and Dokdo as having no relation to Japan.,,,The original wording is “Takeshima and one other island”. Modern names follow ROK MOFA’s published translation and commentary on the attached map.,https://dokdo.mofa.go.kr/kor/pds/part05_view03.jsp | https://dokdo.mofa.go.kr/kor/pds/part06_view09.jsp
920203,910203,11,3,3,Which country does “our country” refer to in the Japanese Dajokan document?,"[""Joseon"", ""Japan"", ""The Republic of Korea""]",2,It is a Japanese government body’s reference to its own country.,"[""The authoring institution is Japanese, so this does not refer to Joseon."", ""It is a Japanese government body’s reference to its own country."", ""The reference follows the original author, not the country reading the translation today.""]",In 1877 Japan’s Dajokan instructed the Home Ministry to understand Ulleungdo and Dokdo as having no relation to Japan.,Authoring authority: Japan’s Dajokan in 1877. The published translation identifies “our country” in the instruction as Japan.,,The original wording is “Takeshima and one other island”. Modern names follow ROK MOFA’s published translation and commentary on the attached map.,https://dokdo.mofa.go.kr/kor/pds/part05_view03.jsp | https://dokdo.mofa.go.kr/kor/pds/part06_view09.jsp
920204,910204,11,4,3,What historical Japanese government judgment is identified by reading the directive with its attached map?,"[""That Ulleungdo was excluded but Dokdo was Japanese"", ""That Dokdo was excluded but Ulleungdo was Japanese"", ""That the two islands were not regarded as Japanese territory""]",3,ROK MOFA explains this historical significance through the instruction and map identifications.,"[""This omits the commentary identifying the other island as Dokdo."", ""Ulleungdo, identified as Takeshima here, is also covered by the instruction."", ""ROK MOFA explains this historical significance through the instruction and map identifications.""]",In 1877 Japan’s Dajokan instructed the Home Ministry to understand Ulleungdo and Dokdo as having no relation to Japan.,"Directive summary: understand Takeshima and one other island as having no relation to Japan.
Attached-map commentary: Takeshima here is Ulleungdo and the other island is Dokdo.",,The original wording is “Takeshima and one other island”. Modern names follow ROK MOFA’s published translation and commentary on the attached map.,https://dokdo.mofa.go.kr/kor/pds/part05_view03.jsp | https://dokdo.mofa.go.kr/kor/pds/part06_view09.jsp
920205,910205,11,1,1,What is the 1696 Edo shogunate order prohibiting Japanese fishermen’s voyages to Ulleungdo called?,"[""The Ulleungdo voyage prohibition"", ""The Dajokan directive"", ""Korean Empire Decree No. 41"", ""Directive No. 3""]",1,Dohae means crossing the sea; this order prohibited those voyages to Ulleungdo.,"[""Dohae means crossing the sea; this order prohibited those voyages to Ulleungdo."", ""That is a Japanese administrative directive from 1877."", ""That is the Korean Empire’s 1900 reorganisation decree."", ""That is the Korean Empire’s 1906 response to a report on Dokdo.""]",In 1696 the Edo shogunate prohibited Japanese fishermen from sailing to Ulleungdo.,,,The destination explicitly named in this prohibition is Ulleungdo. Its wider historical relevance to Dokdo is distinguished from the destination stated in the text.,https://dokdo.mofa.go.kr/kor/pds/part05_view06.jsp | https://dokdo.mofa.go.kr/m/kor/dokdo/reason_list.jsp
920206,910206,11,2,2,What does “dohae” mean in the 1696 Ulleungdo voyage prohibition?,"[""Crossing the sea"", ""Surveying land boundaries"", ""Renaming an island""]",1,In this context it means making a sea voyage to Ulleungdo.,"[""In this context it means making a sea voyage to Ulleungdo."", ""It means a sea crossing, not a land survey."", ""The term denotes travel, not renaming.""]",In 1696 the Edo shogunate prohibited Japanese fishermen from sailing to Ulleungdo.,,,The destination explicitly named in this prohibition is Ulleungdo. Its wider historical relevance to Dokdo is distinguished from the destination stated in the text.,https://dokdo.mofa.go.kr/kor/pds/part05_view06.jsp | https://dokdo.mofa.go.kr/m/kor/dokdo/reason_list.jsp
920207,910207,11,3,3,Which modern island is the destination called “Takeshima” in the 1696 prohibition?,"[""Dokdo"", ""Ulleungdo"", ""Oki Islands""]",2,"In the published translation of this prohibition, Takeshima is Ulleungdo.","[""The identification in this historical document must not be replaced by present-day Japanese usage."", ""In the published translation of this prohibition, Takeshima is Ulleungdo."", ""The destination in the published translation is Ulleungdo, not Oki.""]",In 1696 the Edo shogunate prohibited Japanese fishermen from sailing to Ulleungdo.,"1696 prohibition, summarised: Japanese fishermen are prohibited from sailing to Takeshima, identified as Ulleungdo in this record.",,The destination explicitly named in this prohibition is Ulleungdo. Its wider historical relevance to Dokdo is distinguished from the destination stated in the text.,https://dokdo.mofa.go.kr/kor/pds/part05_view06.jsp | https://dokdo.mofa.go.kr/m/kor/dokdo/reason_list.jsp
920208,910208,11,4,3,"Which option correctly links the issuer, people affected and destination in the 1696 order?","[""Joseon government → Joseon fishermen → Oki"", ""Edo shogunate → Joseon fishermen → Ulleungdo"", ""Edo shogunate → Japanese fishermen → Ulleungdo""]",3,All three elements match the order.,"[""The issuer, affected people and destination all differ from the source."", ""The issuer and destination fit, but the affected fishermen were Japanese."", ""All three elements match the order.""]",In 1696 the Edo shogunate prohibited Japanese fishermen from sailing to Ulleungdo.,Record summary: in 1696 the Edo shogunate instructed Japanese fishermen not to sail to Ulleungdo.,,The destination explicitly named in this prohibition is Ulleungdo. Its wider historical relevance to Dokdo is distinguished from the destination stated in the text.,https://dokdo.mofa.go.kr/kor/pds/part05_view06.jsp | https://dokdo.mofa.go.kr/m/kor/dokdo/reason_list.jsp
920209,910209,11,1,1,What is the map attached to the Dajokan directive-related papers called?,"[""Kijukudo-yakdo"", ""Daedongyeojido"", ""Paldo-chongdo""]",1,This is the map presented as an attachment to the 1877 directive-related papers.,"[""This is the map presented as an attachment to the 1877 directive-related papers."", ""The named attachment here is Kijukudo-yakdo, not Daedongyeojido."", ""The attachment identified in this source is Kijukudo-yakdo, not Paldo-chongdo.""]",The attached Kijukudo-yakdo map is presented as evidence identifying the directive’s “other island” as Dokdo.,,"Kijukudo-yakdo is the name of a historical map of the islands, presented with the papers reviewed for the 1877 directive.",Place-name identifications and historical significance follow ROK MOFA’s commentary. The question does not infer sovereignty merely from a map’s country of production.,https://dokdo.mofa.go.kr/kor/pds/part06_view09.jsp | https://dokdo.mofa.go.kr/kor/include/print_faq.jsp?class_faq=q7
920210,910210,11,2,2,Which modern island is identified as the directive’s “one other island”?,"[""Ulleungdo"", ""Dokdo"", ""Jeju Island""]",2,ROK MOFA identifies the other island as Dokdo by considering the directive and attached map together.,"[""Ulleungdo corresponds to Takeshima in this document and is distinct from the other island."", ""ROK MOFA identifies the other island as Dokdo by considering the directive and attached map together."", ""The supplied map commentary does not identify the other island as Jeju.""]",The attached Kijukudo-yakdo map is presented as evidence identifying the directive’s “other island” as Dokdo.,,,Place-name identifications and historical significance follow ROK MOFA’s commentary. The question does not infer sovereignty merely from a map’s country of production.,https://dokdo.mofa.go.kr/kor/pds/part06_view09.jsp | https://dokdo.mofa.go.kr/kor/include/print_faq.jsp?class_faq=q7
920211,910211,11,3,3,Which pair of historical names corresponds to Ulleungdo and Dokdo in the attached-map commentary?,"[""Takeshima — Dokdo / Matsushima — Ulleungdo"", ""Takeshima — Jeju / Matsushima — Oki"", ""Takeshima — Ulleungdo / Matsushima — Dokdo""]",3,These are the identifications in this particular account.,"[""This reverses the identifications in the attached-map commentary."", ""The supplied names do not correspond to Jeju and Oki."", ""These are the identifications in this particular account.""]",The attached Kijukudo-yakdo map is presented as evidence identifying the directive’s “other island” as Dokdo.,"Name table summarising the commentary: Takeshima — Ulleungdo; Matsushima — Dokdo. This is a reading task using a commentary table, not an image-based map-identification task.",,Place-name identifications and historical significance follow ROK MOFA’s commentary. The question does not infer sovereignty merely from a map’s country of production.,https://dokdo.mofa.go.kr/kor/pds/part06_view09.jsp | https://dokdo.mofa.go.kr/kor/include/print_faq.jsp?class_faq=q7
920212,910212,11,4,4,Why is the attached map important in interpreting the Dajokan directive?,"[""It helps identify Dokdo as the “other island” in the directive"", ""A map necessarily depicts only its maker’s territory"", ""It merges the two islands in the directive into Ulleungdo alone""]",1,It identifies the island covered and thus the directive’s relevance to Dokdo.,"[""It identifies the island covered and thus the directive’s relevance to Dokdo."", ""Production country alone is insufficient; the text and names must be examined together."", ""The commentary distinguishes the two islands rather than merging them.""]",The attached Kijukudo-yakdo map is presented as evidence identifying the directive’s “other island” as Dokdo.,The directive says to understand Takeshima and one other island as unrelated to Japan. Commentary on the attached map identifies Ulleungdo and Dokdo as the islands concerned.,,Place-name identifications and historical significance follow ROK MOFA’s commentary. The question does not infer sovereignty merely from a map’s country of production.,https://dokdo.mofa.go.kr/kor/pds/part06_view09.jsp | https://dokdo.mofa.go.kr/kor/include/print_faq.jsp?class_faq=q7
920213,910213,11,1,1,What type of document did Shim use to notify higher authorities of local conditions?,"[""A map"", ""A report"", ""An imperial decree""]",2,It communicates local information to higher authorities.,"[""A map depicts spatial relationships; this document reports conditions in writing."", ""It communicates local information to higher authorities."", ""An imperial decree is an emperor’s order, not the local official’s report.""]","Geographical texts, maps, reports and orders provide different kinds of historical evidence concerning Dokdo.",,,,https://dokdo.mofa.go.kr/kor/pds/part06_view02.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view04.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view05.jsp | https://dokdo.mofa.go.kr/kor/pds/part06_view09.jsp
920214,910214,11,2,2,What kind of source is a decree establishing administrative jurisdiction?,"[""A private travel diary"", ""A sketch map of rocks"", ""An imperial order""]",3,A decree is an order issued by the emperor.,"[""It is an official order rather than personal impressions."", ""It sets administrative provisions rather than sketching locations."", ""A decree is an order issued by the emperor.""]","Geographical texts, maps, reports and orders provide different kinds of historical evidence concerning Dokdo.",,,,https://dokdo.mofa.go.kr/kor/pds/part06_view02.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view04.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view05.jsp | https://dokdo.mofa.go.kr/kor/pds/part06_view09.jsp
920215,910215,11,3,3,Which pair consists of administrative orders?,"[""Decree No. 41 and Directive No. 3"", ""Kijukudo-yakdo and a facility map"", ""Shim’s report and a traveller’s diary""]",1,Both set out instructions: reorganisation and further investigation/reporting.,"[""Both set out instructions: reorganisation and further investigation/reporting."", ""These are maps rather than orders."", ""These record information; they are not both orders.""]","Geographical texts, maps, reports and orders provide different kinds of historical evidence concerning Dokdo.",Types: decree — imperial order; directive — institutional instruction; report — communication of conditions; map — spatial representation.,,,https://dokdo.mofa.go.kr/kor/pds/part06_view02.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view04.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view05.jsp | https://dokdo.mofa.go.kr/kor/pds/part06_view09.jsp
920216,910216,11,4,3,What can a decree and a local report respectively help establish?,"[""Read the decree as an eyewitness account and the report as an imperial order"", ""The decree’s provisions and the report’s local information"", ""Remove the dates and read them as one document""]",2,This correctly combines the distinct functions of order and report.,"[""Swapping the roles misrepresents the evidence."", ""This correctly combines the distinct functions of order and report."", ""The distinct dates and roles must be retained.""]","Geographical texts, maps, reports and orders provide different kinds of historical evidence concerning Dokdo.",Sources: Decree No. 41 of 1900 sets Uldo’s administration; Shim’s 1906 report conveys local information concerning Dokdo.,,,https://dokdo.mofa.go.kr/kor/pds/part06_view02.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view04.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view05.jsp | https://dokdo.mofa.go.kr/kor/pds/part06_view09.jsp
920217,910217,11,1,1,Which Japanese institution issued the Dajokan directive in 1877?,"[""The Home Ministry"", ""Shimane Prefecture"", ""The Dajokan""]",3,It was the highest Japanese administrative body issuing the instruction.,"[""The Home Ministry submitted the inquiry and received the instruction."", ""The issuing authority here is the Dajokan, not a prefecture."", ""It was the highest Japanese administrative body issuing the instruction.""]",A historical Japanese document and its modern ROK MOFA translation/commentary have different authors and roles.,,,,https://dokdo.mofa.go.kr/kor/pds/part05_view03.jsp | https://dokdo.mofa.go.kr/kor/pds/part06_view09.jsp | https://dokdo.mofa.go.kr/kor/pds/part05_view06.jsp
920218,910218,11,2,1,Which Japanese institution asked the Dajokan how to handle the two islands in 1877?,"[""The Home Ministry"", ""The Dajokan"", ""The Foreign Ministry""]",1,Japan’s Home Ministry submitted the land-record inquiry.,"[""Japan’s Home Ministry submitted the land-record inquiry."", ""The Dajokan received the inquiry and issued the instruction."", ""The institution for this inquiry is identified as the Home Ministry, not the Foreign Ministry.""]",A historical Japanese document and its modern ROK MOFA translation/commentary have different authors and roles.,,,,https://dokdo.mofa.go.kr/kor/pds/part05_view03.jsp | https://dokdo.mofa.go.kr/kor/pds/part06_view09.jsp | https://dokdo.mofa.go.kr/kor/pds/part05_view06.jsp
920219,910219,11,3,3,Which institution published the modern translation and commentary in this source card?,"[""Japan’s Dajokan in 1877"", ""The ROK Ministry of Foreign Affairs"", ""Japan’s Home Ministry in 1877""]",2,"The modern publisher is ROK MOFA, distinct from the historical author.","[""The Dajokan issued the original instruction, not the modern Korean commentary."", ""The modern publisher is ROK MOFA, distinct from the historical author."", ""The ministry submitted the historical inquiry; it is not the modern publisher.""]",A historical Japanese document and its modern ROK MOFA translation/commentary have different authors and roles.,"Original instruction: Japan’s Dajokan, 1877.
Inquiring institution: Japan’s Home Ministry.
Modern Korean translation/commentary: ROK MOFA Dokdo website.",,,https://dokdo.mofa.go.kr/kor/pds/part05_view03.jsp | https://dokdo.mofa.go.kr/kor/pds/part06_view09.jsp | https://dokdo.mofa.go.kr/kor/pds/part05_view06.jsp
920220,910220,11,4,3,Which attribution correctly separates the directive’s author from its modern commentator?,"[""Original: ROK MOFA / translation: Japan’s Dajokan"", ""Both the original and modern commentary: Japan’s Home Ministry"", ""Original: Japan’s Dajokan / translation and commentary: ROK MOFA""]",3,Giving both country and role distinguishes the historical instruction from modern interpretation.,"[""This reverses the historical author and modern publisher."", ""The Home Ministry was the inquirer, not both the author and modern commentator."", ""Giving both country and role distinguishes the historical instruction from modern interpretation.""]",A historical Japanese document and its modern ROK MOFA translation/commentary have different authors and roles.,Japan’s Dajokan responded to the Home Ministry’s inquiry in 1877. Today ROK MOFA publishes the translation and commentary on the attached map.,,,https://dokdo.mofa.go.kr/kor/pds/part05_view03.jsp | https://dokdo.mofa.go.kr/kor/pds/part06_view09.jsp | https://dokdo.mofa.go.kr/kor/pds/part05_view06.jsp
920221,910221,12,1,1,Which sea condition makes docking at Dokdo difficult?,"[""High waves"", ""Light wind and calm water"", ""Almost no waves""]",1,High waves can interfere with safe docking and disembarkation.,"[""High waves can interfere with safe docking and disembarkation."", ""These conditions are more favourable than high waves, though actual decisions follow operator guidance."", ""Almost no wave action is not the high-wave condition described.""]",Landing on Dokdo depends on weather and sea conditions; a ferry ticket does not guarantee disembarkation.,,,Actual visits require current operator and authority guidance. This lesson is not live service information.,https://dokdo.mofa.go.kr/kor/introduce/residence.jsp
920222,910222,12,2,2,Why might someone with a Dokdo ferry ticket still be unable to land?,"[""Arrival always guarantees disembarkation."", ""Weather and waves can prevent docking."", ""Yesterday’s landing guarantees today’s.""]",2,Having a ticket and having safe docking conditions are separate.,"[""Disembarkation can still be restricted after arrival."", ""Having a ticket and having safe docking conditions are separate."", ""Conditions may change, so today’s situation must be checked.""]",Landing on Dokdo depends on weather and sea conditions; a ferry ticket does not guarantee disembarkation.,,,Actual visits require current operator and authority guidance. This lesson is not live service information.,https://dokdo.mofa.go.kr/kor/introduce/residence.jsp
920223,910223,12,3,3,Which condition should a visitor include in a Dokdo travel plan based on the notice?,"[""A ticket guarantees landing regardless of waves"", ""Yesterday’s photo determines today’s landing"", ""Landing may be cancelled due to that day’s conditions""]",3,The plan should account for the stated possibility of restrictions.,"[""The notice explicitly allows weather-related restrictions."", ""A previous photo cannot establish present berthing safety."", ""The plan should account for the stated possibility of restrictions.""]",Landing on Dokdo depends on weather and sea conditions; a ferry ticket does not guarantee disembarkation.,"Visitor notice, summarised: weather or vessel circumstances may restrict landing. Check current operator information before departure.",,Actual visits require current operator and authority guidance. This lesson is not live service information.,https://dokdo.mofa.go.kr/kor/introduce/residence.jsp
920224,910224,12,4,3,What should be checked first to confirm possible landing on the travel day?,"[""Current operator and authority notices on sailing and landing"", ""Travel photos from a clear day years ago"", ""Only the annual mean temperature""]",1,Current safety and service information is needed for an actual visit.,"[""Current safety and service information is needed for an actual visit."", ""Historical photos do not establish today’s docking conditions."", ""A long-term average cannot replace current wind, wave and service information.""]",Landing on Dokdo depends on weather and sea conditions; a ferry ticket does not guarantee disembarkation.,Situation: a Dokdo ferry ticket is booked for departure today. The notice says landing may be restricted by weather or vessel circumstances.,,Actual visits require current operator and authority guidance. This lesson is not live service information.,https://dokdo.mofa.go.kr/kor/introduce/residence.jsp
920225,910225,12,1,1,What mainly falls in winter in the region around Dokdo?,"[""Rain"", ""Snow"", ""Hail"", ""Fog""]",2,The regional climate account describes winter precipitation as mainly snow.,"[""Rain is precipitation too, but snow is identified as the main winter form."", ""The regional climate account describes winter precipitation as mainly snow."", ""The account identifies snow, not hail, as predominant in winter."", ""Fog can be frequent, but the question asks about falling winter precipitation, identified as snow.""]","The region around Ulleungdo, including Dokdo, has a maritime climate with winter precipitation mainly as snow.",,,"The climate account covers the Ulleungdo region including Dokdo, not live observations from Dokdo alone.",https://dokdo.mofa.go.kr/kor/introduce/nature.jsp
920226,910226,12,2,2,What is the sea-influenced climate around Dokdo called?,"[""Desert climate"", ""Maritime climate"", ""Continental climate""]",2,"The region is described as maritime, strongly influenced by the sea and warm currents.","[""The account identifies a maritime rather than desert climate."", ""The region is described as maritime, strongly influenced by the sea and warm currents."", ""The account emphasises oceanic influence rather than an inland continental setting.""]","The region around Ulleungdo, including Dokdo, has a maritime climate with winter precipitation mainly as snow.",,,"The climate account covers the Ulleungdo region including Dokdo, not live observations from Dokdo alone.",https://dokdo.mofa.go.kr/kor/introduce/nature.jsp
920227,910227,12,3,3,Which option matches the supplied climate description for the region around Dokdo?,"[""Winter precipitation mainly hail and no fog"", ""Dry throughout the year with no snow"", ""Frequent fog and winter precipitation mainly as snow""]",3,Both features are included in the regional climate description.,"[""Both parts conflict with snow and frequent fog."", ""The supplied account describes a maritime region with fog and precipitation."", ""Both features are included in the regional climate description.""]","The region around Ulleungdo, including Dokdo, has a maritime climate with winter precipitation mainly as snow.",Regional climate summary: strong maritime influence; frequent fog and cloudy days; winter precipitation mainly in the form of snow.,,"The climate account covers the Ulleungdo region including Dokdo, not live observations from Dokdo alone.",https://dokdo.mofa.go.kr/kor/introduce/nature.jsp
